"","File","Date","Subject","Result","TA_Tally","NIL_Tally"
"282","Ireland-seanad-minutes-2008December10-p4.html","2008/12/10","10/Dec/2008 Order of Business.","Amendment declared lost.","20","28"
"283","Ireland-seanad-minutes-2008December10-p6.html","2008/12/10","10/Dec/2008 Housing (Miscellaneous Provisions) Bill 2008: Report and Final Stages.","Amendment declared lost.","21","26"
"284","Ireland-seanad-minutes-2008December10-p6.html","2008/12/10","10/Dec/2008 Housing (Miscellaneous Provisions) Bill 2008: Report and Final Stages.","Amendment declared lost.","20","27"
"285","Ireland-seanad-minutes-2008December10-p6.html","2008/12/10","10/Dec/2008 Housing (Miscellaneous Provisions) Bill 2008: Report and Final Stages.","Amendment declared lost.","21","27"
"286","Ireland-seanad-minutes-2008December10-p6.html","2008/12/10","10/Dec/2008 Housing (Miscellaneous Provisions) Bill 2008: Report and Final Stages.","[970]Amendment declared lost.","22","27"
"287","Ireland-seanad-minutes-2008December10-p9.html","2008/12/10","10/Dec/2008 Criminal Law (Admissibility of Evidence) Bill 2008: Second Stage.","Question declared lost.","13","32"
"288","Ireland-seanad-minutes-2008December10-p9.html","2008/12/10","10/Dec/2008 Criminal Law (Admissibility of Evidence) Bill 2008: Second Stage.","Question declared lost.","12","34"
"289","Ireland-seanad-minutes-2008December11-p6.html","2008/12/11","11/Dec/2008 Charities Bill 2007: Report and Final Stages.","Amendment declared carried.","26","19"
"290","Ireland-seanad-minutes-2008December11-p6.html","2008/12/11","11/Dec/2008 Charities Bill 2007: Report and Final Stages.","Amendment declared lost.","20","26"
"291","Ireland-seanad-minutes-2008December11-p6.html","2008/12/11","11/Dec/2008 Charities Bill 2007: Report and Final Stages.","Amendment declared lost.","20","26"
"292","Ireland-seanad-minutes-2008December11-p6.html","2008/12/11","11/Dec/2008 Charities Bill 2007: Report and Final Stages.","Amendment declared lost.","19","26"
"293","Ireland-seanad-minutes-2008December11-p6.html","2008/12/11","11/Dec/2008 Charities Bill 2007: Report and Final Stages.","Amendment declared lost.","20","26"
"294","Ireland-seanad-minutes-2008December12-p3.html","2008/12/12","12/Dec/2008 Health Bill 2008: Second Stage","Question declared carried.","27","20"
"295","Ireland-seanad-minutes-2008December12-p5.html","2008/12/12","12/Dec/2008 Health Bill 2008: Committee and Remaining Stages.","Question declared carried.","27","18"
"296","Ireland-seanad-minutes-2008December12-p5.html","2008/12/12","12/Dec/2008 Health Bill 2008: Committee and Remaining Stages.","Amendment declared lost.","17","27"
"297","Ireland-seanad-minutes-2008December12-p5.html","2008/12/12","12/Dec/2008 Health Bill 2008: Committee and Remaining Stages.","Question declared carried.","27","15"
"298","Ireland-seanad-minutes-2008December16-p4.html","2008/12/16","16/Dec/2008 Order of Business.","[19]Amendment declared lost.","19","28"
"299","Ireland-seanad-minutes-2008December16-p4.html","2008/12/16","16/Dec/2008 Order of Business.","Amendment declared lost.","20","27"
"300","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Amendment declared lost."," 4","28"
"301","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Amendment declared lost.","15","25"
"302","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Amendment declared lost.","15","24"
"303","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Amendment declared lost.","12","24"
"304","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Question declared carried.","23","12"
"305","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Question declared carried.","23","13"
"306","Ireland-seanad-minutes-2008December16-p6.html","2008/12/16","16/Dec/2008 Social Welfare (Miscellaneous Provisions) Bill 2008: Committee and Remaining Stages.","Question declared carried.","23","13"
"307","Ireland-seanad-minutes-2008December17-p7.html","2008/12/17","17/Dec/2008 Motor Vehicle (Duties and Licences) (No. 2) Bill 2008: Committee and Remaining Stages.","Question declared carried.","26","14"
"308","Ireland-seanad-minutes-2008December17-p9.html","2008/12/17","17/Dec/2008 Foster Care: Motion.","Amendment declared lost.","16","27"
"309","Ireland-seanad-minutes-2008December17-p9.html","2008/12/17","17/Dec/2008 Foster Care: Motion.","Question declared carried.","28","17"
"310","Ireland-seanad-minutes-2008December18-p4.html","2008/12/18","18/Dec/2008 Order of Business.","Amendment declared lost.","19","28"
"311","Ireland-seanad-minutes-2008December18-p4.html","2008/12/18","18/Dec/2008 Order of Business.","Question declared carried.","29","18"
"312","Ireland-seanad-minutes-2008December18-p6.html","2008/12/18","18/Dec/2008 Appropriation Bill 2008: All Stages.","Question declared carried.","30","18"
"313","Ireland-seanad-minutes-2008December19-p4.html","2008/12/19","19/Dec/2008 Order of Business.","Amendment declared lost.","15","24"
"314","Ireland-seanad-minutes-2008December19-p5.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Second Stage.","Question declared carried.","26","19"
"315","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Recommendation declared lost.","19","26"
"316","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Question declared carried.","26"," 6"
"317","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Recommendation declared lost.","16","27"
"318","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Question declared carried.","26"," 5"
"319","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Question declared carried.","26","14"
"320","Ireland-seanad-minutes-2008December19-p6.html","2008/12/19","19/Dec/2008 Finance (No. 2) Bill 2008 (Certified Money Bill): Committee and Remaining Stages.","Question declared carried.","25","12"
"321","Ireland-seanad-minutes-2008February13-p4.html","2008/2/13","13/Feb/2008 Order of Business.","[783]Amendment declared lost.","22","28"
"322","Ireland-seanad-minutes-2008February20-p10.html","2008/2/20","20/Feb/2008 Economic Outlook: Motion.","[1069]Amendment declared carried.","27","19"
"323","Ireland-seanad-minutes-2008February20-p4.html","2008/2/20","20/Feb/2008 Order of Business.","[973]Amendment declared lost.","21","30"
"324","Ireland-seanad-minutes-2008February26-p6.html","2008/2/26","26/Feb/2008 Criminal Law (Human Trafficking) Bill 2007: Committee Stage.","[1239]Amendment declared lost.","10","29"
"325","Ireland-seanad-minutes-2008February27-p10.html","2008/2/27","27/Feb/2008 Civil Marriage: Motion.","[1357]Amendment declared carried.","26","22"
"326","Ireland-seanad-minutes-2008January30-p4.html","2008/1/30","30/Jan/2008 Order of Business.","[513]Question declared lost.","22","28"
"327","Ireland-seanad-minutes-2008January30-p4.html","2008/1/30","30/Jan/2008 Order of Business.","[515]Question declared carried.","30","22"
"328","Ireland-seanad-minutes-2008July01-p4.html","2008/7/ 1","01/Jul/2008 Order of Business.","Amendment declared lost.","20","27"
"329","Ireland-seanad-minutes-2008July02-p8.html","2008/7/ 2","02/Jul/2008 Cancer Services: Motion.","Amendment declared carried.","27","23"
"330","Ireland-seanad-minutes-2008July02-p8.html","2008/7/ 2","02/Jul/2008 Cancer Services: Motion.","Question declared carried.","27","23"
"331","Ireland-seanad-minutes-2008July08-p4.html","2008/7/ 8","08/Jul/2008 Order of Business.","Amendment declared lost.","14","22"
"332","Ireland-seanad-minutes-2008July09-p11.html","2008/7/ 9","09/Jul/2008 Energy Policy: Motion.","Amendment declared lost.","16","25"
"333","Ireland-seanad-minutes-2008July09-p13.html","2008/7/ 9","09/Jul/2008 Intoxicating Liquor Bill 2008: Second Stage (Resumed).","[914]Question declared carried.","24","14"
"334","Ireland-seanad-minutes-2008July09-p4.html","2008/7/ 9","09/Jul/2008 Order of Business.","Question declared carried.","25","16"
"335","Ireland-seanad-minutes-2008July10-p4.html","2008/7/10","10/Jul/2008 Order of Business.","Amendment declared lost.","18","22"
"336","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Amendment declared lost.","18","22"
"337","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Amendment declared lost.","17","22"
"338","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Question declared carried.","22","17"
"339","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Amendment declared lost.","16","21"
"340","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Question declared carried.","23","18"
"341","Ireland-seanad-minutes-2008July10-p5.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Committee Stage.","Amendment declared lost.","17","23"
"342","Ireland-seanad-minutes-2008July10-p6.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Report and Final Stages.","Question declared lost.","15","23"
"343","Ireland-seanad-minutes-2008July10-p6.html","2008/7/10","10/Jul/2008 Intoxicating Liquor Bill 2008: Report and Final Stages.","Question declared carried.","23","15"
"344","Ireland-seanad-minutes-2008June04-p4.html","2008/6/ 4","04/Jun/2008 Order of Business.","[17]Amendment declared lost.","15","22"
"345","Ireland-seanad-minutes-2008June04-p6.html","2008/6/ 4","04/Jun/2008 Broadcasting Bill 2008: Committee Stage.","Amendment declared lost.","16","22"
"346","Ireland-seanad-minutes-2008June04-p6.html","2008/6/ 4","04/Jun/2008 Broadcasting Bill 2008: Committee Stage.","Amendment declared lost.","10","27"
"347","Ireland-seanad-minutes-2008June04-p8.html","2008/6/ 4","04/Jun/2008 Broadcasting Bill 2008: Committee Stage (Resumed).","[107]Question declared carried.","25","10"
"348","Ireland-seanad-minutes-2008June04-p9.html","2008/6/ 4","04/Jun/2008 Business of Seanad.","Question declared carried.","22","12"
"349","Ireland-seanad-minutes-2008June05-p4.html","2008/6/ 5","05/Jun/2008 Order of Business.","Amendment declared lost.","18","24"
"350","Ireland-seanad-minutes-2008June18-p11.html","2008/6/18","18/Jun/2008 National Drugs Strategy: Motion.","Amendment declared lost.","18","24"
"351","Ireland-seanad-minutes-2008June18-p4.html","2008/6/18","18/Jun/2008 Order of Business.","Amendment declared lost.","20","25"
"352","Ireland-seanad-minutes-2008June18-p4.html","2008/6/18","18/Jun/2008 Order of Business.","Amendment declared lost.","18","27"
"353","Ireland-seanad-minutes-2008June18-p5.html","2008/6/18","18/Jun/2008 Prison Building Programme: Motion (Resumed).","Question declared carried.","26","19"
"354","Ireland-seanad-minutes-2008June18-p7.html","2008/6/18","18/Jun/2008 Broadcasting Bill 2008: Committee Stage (Resumed).","Amendment declared lost.","17","26"
"355","Ireland-seanad-minutes-2008June24-p4.html","2008/6/24","24/Jun/2008 Order of Business.","Amendment declared lost.","19","24"
"356","Ireland-seanad-minutes-2008June25-p14.html","2008/6/25","25/Jun/2008 Broadcasting Bill 2008: Report Stage (Resumed) and Final Stage.","Amendment declared lost.","15","24"
"357","Ireland-seanad-minutes-2008June25-p14.html","2008/6/25","25/Jun/2008 Broadcasting Bill 2008: Report Stage (Resumed) and Final Stage.","Question declared carried.","24","15"
"358","Ireland-seanad-minutes-2008June25-p14.html","2008/6/25","25/Jun/2008 Broadcasting Bill 2008: Report Stage (Resumed) and Final Stage.","Amendment declared lost.","14","24"
"359","Ireland-seanad-minutes-2008June25-p4.html","2008/6/25","25/Jun/2008 Order of Business.","Amendment declared lost.","19","24"
"360","Ireland-seanad-minutes-2008June25-p6.html","2008/6/25","25/Jun/2008 Broadcasting Bill 2008: Report Stage.","Amendment declared lost.","19","22"
"361","Ireland-seanad-minutes-2008June25-p6.html","2008/6/25","25/Jun/2008 Broadcasting Bill 2008: Report Stage.","Question declared carried.","23","17"
"362","Ireland-seanad-minutes-2008June26-p9.html","2008/6/26","26/Jun/2008 Prison Development (Confirmation of Resolutions) Bill 2008: Second and Subsequent Stages.","Question declared carried.","20","16"
"363","Ireland-seanad-minutes-2008June26-p9.html","2008/6/26","26/Jun/2008 Prison Development (Confirmation of Resolutions) Bill 2008: Second and Subsequent Stages.","Question declared carried.","20","17"
"364","Ireland-seanad-minutes-2008March11-p6.html","2008/3/11","11/Mar/2008 Defamation Bill 2006: Report and Final Stages.","[1759]Question declared carried.","26","12"
"365","Ireland-seanad-minutes-2008March11-p8.html","2008/3/11","11/Mar/2008 Criminal Law (Human Trafficking) Bill 2007: Report and Final Stages.","[1819]Amendment declared lost."," 9","22"
"366","Ireland-seanad-minutes-2008March12-p6.html","2008/3/12","12/Mar/2008 Passports Bill 2007: Committee Stage.","[1907]Question declared carried.","26","20"
"367","Ireland-seanad-minutes-2008March12-p8.html","2008/3/12","12/Mar/2008 Protection of Employees (Agency Workers) (No. 2) Bill 2008: Second Stage.","[1959]Question declared lost.","20","25"
"368","Ireland-seanad-minutes-2008March13-p4.html","2008/3/13","13/Mar/2008 Order of Business.","[1989]Question declared carried.","24","17"
"369","Ireland-seanad-minutes-2008March19-p4.html","2008/3/19","19/Mar/2008 Order of Business.","[2059]Amendment declared lost.","20","24"
"370","Ireland-seanad-minutes-2008March19-p6.html","2008/3/19","19/Mar/2008 Motor Vehicle (Duties and Licences) Bill 2008: Second Stage.","[2083]Question declared carried.","28","10"
"371","Ireland-seanad-minutes-2008March19-p9.html","2008/3/19","19/Mar/2008 Sustainable Residential Development: Motion.","[2121]Amendment declared lost.","12","24"
"372","Ireland-seanad-minutes-2008May08-p6.html","2008/5/ 8","08/May/2008 Dublin Transport Authority Bill 2008: Committee Stage.","Amendment declared lost.","11","29"
"373","Ireland-seanad-minutes-2008May13-p6.html","2008/5/13","13/May/2008 Order of Business (Resumed).","Amendment declared lost.","19","24"
"374","Ireland-seanad-minutes-2008May14-p7.html","2008/5/14","14/May/2008 Economic Outlook: Motion.","[762]Amendment declared carried.","24","22"
"375","Ireland-seanad-minutes-2008May14-p7.html","2008/5/14","14/May/2008 Economic Outlook: Motion.","Question declared carried.","24","22"
"376","Ireland-seanad-minutes-2008May15-p4.html","2008/5/15","15/May/2008 Dublin Transport Authority Bill 2008: Report and Final Stages.","Question declared carried.","23","12"
"377","Ireland-seanad-minutes-2008May15-p4.html","2008/5/15","15/May/2008 Dublin Transport Authority Bill 2008: Report and Final Stages.","Amendment declared lost.","12","23"
"378","Ireland-seanad-minutes-2008May20-p3.html","2008/5/20","20/May/2008 Order of Business.","Amendment declared lost.","19","24"
"379","Ireland-seanad-minutes-2008May21-p9.html","2008/5/21","21/May/2008 Transport 21: Motion.","[929]Amendment declared lost.","17","24"
"380","Ireland-seanad-minutes-2008May27-p4.html","2008/5/27","27/May/2008 Order of Business.","Amendment declared lost.","22","26"
"381","Ireland-seanad-minutes-2008May28-p7.html","2008/5/28","28/May/2008 Health Services: Motion.","Question declared carried.","26","22"
"382","Ireland-seanad-minutes-2008November04-p4.html","2008/11/ 4","04/Nov/2008 Order of Business.","Amendment declared lost.","17","23"
"383","Ireland-seanad-minutes-2008November12-p7.html","2008/11/12","12/Nov/2008 Irish Agriculture: Motion.","Amendment declared carried.","26","19"
"384","Ireland-seanad-minutes-2008November12-p7.html","2008/11/12","12/Nov/2008 Irish Agriculture: Motion.","Question declared carried.","25","19"
"385","Ireland-seanad-minutes-2008November13-p4.html","2008/11/13","13/Nov/2008 Order of Business.","Amendment declard lost.","15","23"
"386","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Question declared carried.","23","16"
"387","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Question declared carried.","23","16"
"388","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Amendment declared lost.","17","22"
"389","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Amendment declared lost.","17","22"
"390","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Amendment declared carried.","25","16"
"391","Ireland-seanad-minutes-2008November19-p5.html","2008/11/19","19/Nov/2008 Housing (Miscellaneous Provisions) Bill 2008: Committee Stage.","Question declared carried.","24","16"
"392","Ireland-seanad-minutes-2008November19-p6.html","2008/11/19","19/Nov/2008 Tourism Industry: Motion.","Amendment declared lost.","17","24"
"393","Ireland-seanad-minutes-2008November25-p4.html","2008/11/25","25/Nov/2008 Order of Business.","Amendment declared lost.","18","27"
"394","Ireland-seanad-minutes-2008November26-p4.html","2008/11/26","26/Nov/2008 Order of Business.","Amendment declared lost.","20","23"
"395","Ireland-seanad-minutes-2008November27-p5.html","2008/11/27","27/Nov/2008 Council Framework Decision on Combating Terrorism: Motion.","Question declared carried.","23","19"
"396","Ireland-seanad-minutes-2008November27-p7.html","2008/11/27","27/Nov/2008 Cluster Munitions and Anti-Personnel Mines Bill 2008: Committee and Remaining Stages","Amendment declared lost."," 6","28"
"397","Ireland-seanad-minutes-2008October01-p10.html","2008/10/ 1","01/Oct/2008 Business of Seanad.","Question declared carried.","27"," 5"
"398","Ireland-seanad-minutes-2008October01-p12.html","2008/10/ 1","01/Oct/2008 Credit Institutions (Financial Support) Bill 2008: Committee Stage.","Amendment declared lost."," 6","25"
"399","Ireland-seanad-minutes-2008October01-p12.html","2008/10/ 1","01/Oct/2008 Credit Institutions (Financial Support) Bill 2008: Committee Stage.","Amendment declared lost.","19","25"
"400","Ireland-seanad-minutes-2008October01-p12.html","2008/10/ 1","01/Oct/2008 Credit Institutions (Financial Support) Bill 2008: Committee Stage.","Question declared carried.","39"," 5"
"401","Ireland-seanad-minutes-2008October07-p5.html","2008/10/ 7","07/Oct/2008 Order of Business.","Amendment declared lost.","19","25"
"402","Ireland-seanad-minutes-2008October08-p4.html","2008/10/ 8","08/Oct/2008 Order of Business.","Amendment declared lost..","20","23"
"403","Ireland-seanad-minutes-2008October08-p8.html","2008/10/ 8","08/Oct/2008 Primary School Funding: Motion.","[379]Amendment declared carried.","27","21"
"404","Ireland-seanad-minutes-2008October08-p8.html","2008/10/ 8","08/Oct/2008 Primary School Funding: Motion.","Question declared carried.","27","22"
"405","Ireland-seanad-minutes-2008October16-p4.html","2008/10/16","16/Oct/2008 Order of Business.","Amendment declared lost.","18","25"
"406","Ireland-seanad-minutes-2008October17-p3.html","2008/10/17","17/Oct/2008 Credit Institutions (Financial Support) Act 2008: Motion.","Question declared carried.","30"," 5"
"407","Ireland-seanad-minutes-2008October21-p4.html","2008/10/21","21/Oct/2008 Order of Business.","[650]Amendment declared lost.","20","24"
"408","Ireland-seanad-minutes-2008October22-p4.html","2008/10/22","22/Oct/2008 Order of Business.","Amendment declared lost.","20","27"
"409","Ireland-seanad-minutes-2008October22-p5.html","2008/10/22","22/Oct/2008 Harbours (Amendment) Bill 2008: Committee Stage.","Question declared carried.","27","15"
"410","Ireland-seanad-minutes-2008October22-p5.html","2008/10/22","22/Oct/2008 Harbours (Amendment) Bill 2008: Committee Stage.","Question declared carried.","29","19"
"411","Ireland-seanad-minutes-2008October22-p7.html","2008/10/22","22/Oct/2008 Broadband Infrastructure Bill 2008: Second Stage.","Question declared lost.","22","27"
"412","Ireland-seanad-minutes-2008October23-p4.html","2008/10/23","23/Oct/2008 Order of Business.","Amendment declared lost.","18","25"
"413","Ireland-seanad-minutes-2008October29-p6.html","2008/10/29","29/Oct/2008 Order of Business (Resumed).","Amendment declared lost.","19","26"
"414","Ireland-seanad-minutes-2008October29-p7.html","2008/10/29","29/Oct/2008 Harbours (Amendment) Bill 2008: Committee Stage (Resumed).","[842]Question declared carried.","23","16"
"415","Ireland-seanad-minutes-2008October29-p8.html","2008/10/29","29/Oct/2008 Special Educational Needs: Motion.","Amendment declared carried.","25","18"
"416","Ireland-seanad-minutes-2008October29-p8.html","2008/10/29","29/Oct/2008 Special Educational Needs: Motion.","Question declared carried.","25","20"
"417","Ireland-seanad-minutes-2008October30-p4.html","2008/10/30","30/Oct/2008 Order of Business.","Amendment declared lost.","15","21"
"418","Ireland-seanad-minutes-2008September30-p4.html","2008/9/30","30/Sep/2008 Order of Business.","Amendment declared lost.","20","25"
"419","Ireland-seanad-minutes-2009April01-p4.html","2009/4/ 1","01/Apr/2009 Order of Business.","Amendment declared lost.","23","29"
"420","Ireland-seanad-minutes-2009April01-p5.html","2009/4/ 1","01/Apr/2009 Adoption Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","19","30"
"421","Ireland-seanad-minutes-2009April01-p8.html","2009/4/ 1","01/Apr/2009 Economic and Recovery Authority: Motion.","Amendment declared carried.","29","20"
"422","Ireland-seanad-minutes-2009April01-p8.html","2009/4/ 1","01/Apr/2009 Economic and Recovery Authority: Motion.","Question declared carried.","29","20"
"423","Ireland-seanad-minutes-2009April08-p4.html","2009/4/ 8","08/Apr/2009 Order of Business.","Amendment declared lost.","22","27"
"424","Ireland-seanad-minutes-2009April08-p7.html","2009/4/ 8","08/Apr/2009 Appointments to State Agencies and Public Bodies: Motion.","Amendment declared lost.","16","28"
"425","Ireland-seanad-minutes-2009April23-p4.html","2009/4/23","23/Apr/2009 Order of Business.","Amendment declared lost.","20","21"
"426","Ireland-seanad-minutes-2009April28-p6.html","2009/4/28","28/Apr/2009 Order of Business (Resumed).","Amendment declared lost.","17","25"
"427","Ireland-seanad-minutes-2009April29-p4.html","2009/4/29","29/Apr/2009 Order of Business.","Amendment declared lost.","19","26"
"428","Ireland-seanad-minutes-2009April29-p5.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Second Stage.","[121]Question declared carried.","27","20"
"429","Ireland-seanad-minutes-2009April29-p6.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Committee Stage.","[133]Amendment declared lost.","16","28"
"430","Ireland-seanad-minutes-2009April29-p6.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Committee Stage.","Question declared carried.","27","19"
"431","Ireland-seanad-minutes-2009April29-p7.html","2009/4/29","29/Apr/2009 Proposed National Asset Management Agency: Motion.","Amendment declared carried.","28","19"
"432","Ireland-seanad-minutes-2009April29-p8.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Report and Final Stages.","Amendment declared lost.","18","24"
"433","Ireland-seanad-minutes-2009April29-p8.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Report and Final Stages.","Amendment declared lost.","18","25"
"434","Ireland-seanad-minutes-2009April29-p8.html","2009/4/29","29/Apr/2009 Social Welfare and Pensions Bill 2009: Report and Final Stages.","Question declared carried.","24","18"
"435","Ireland-seanad-minutes-2009December01-p6.html","2009/12/ 1","01/Dec/2009 Order of Business (Resumed).","[733]Amendment declared lost.","23","27"
"436","Ireland-seanad-minutes-2009December01-p6.html","2009/12/ 1","01/Dec/2009 Order of Business (Resumed).","Question declared carried.","31","18"
"437","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Question declared carried.","26","14"
"438","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Question declared carried.","27","13"
"439","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Amendment declared lost.","14","24"
"440","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Amendment declared lost.","13","25"
"441","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Question declared carried.","25","10"
"442","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Amendment declared lost.","12","22"
"443","Ireland-seanad-minutes-2009December01-p9.html","2009/12/ 1","01/Dec/2009 Planning and Development (Amendment) Bill 2009: Report and Final Stages.","Question declared carried.","21","13"
"444","Ireland-seanad-minutes-2009December02-p11.html","2009/12/ 2","02/Dec/2009 Labour Services (Amendment) Bill 2009: Committee and Remaining Stages.","Question declared carried.","27","21"
"445","Ireland-seanad-minutes-2009December02-p11.html","2009/12/ 2","02/Dec/2009 Labour Services (Amendment) Bill 2009: Committee and Remaining Stages.","[66]Amendment declared lost.","22","26"
"446","Ireland-seanad-minutes-2009December02-p4.html","2009/12/ 2","02/Dec/2009 Order of Business.","Amendment declared lost.","18","24"
"447","Ireland-seanad-minutes-2009December03-p11.html","2009/12/ 3","03/Dec/2009 Credit Institutions (Eligible Liabilities Guarantee) Scheme 2009: Motion.","Question declared carried.","25","10"
"448","Ireland-seanad-minutes-2009December03-p11.html","2009/12/ 3","03/Dec/2009 Credit Institutions (Eligible Liabilities Guarantee) Scheme 2009: Motion.","Question declared carried.","25","10"
"449","Ireland-seanad-minutes-2009December03-p4.html","2009/12/ 3","03/Dec/2009 Order of Business.","Amendment declared lost.","21","27"
"450","Ireland-seanad-minutes-2009December04-p4.html","2009/12/ 4","04/Dec/2009 Order of Business.","Amendment declared lost.","12","25"
"451","Ireland-seanad-minutes-2009December08-p4.html","2009/12/ 8","08/Dec/2009 Order of Business.","Amendment declared lost.","22","27"
"452","Ireland-seanad-minutes-2009December08-p5.html","2009/12/ 8","08/Dec/2009 Regional Fisheries Boards (Postponement of Elections) Order 2009: Motion.","Question declared carried.","27","22"
"453","Ireland-seanad-minutes-2009December08-p7.html","2009/12/ 8","08/Dec/2009 Criminal Procedure Bill 2009: Report and Final Stages.","Amendment declared lost.","20","27"
"454","Ireland-seanad-minutes-2009December08-p7.html","2009/12/ 8","08/Dec/2009 Criminal Procedure Bill 2009: Report and Final Stages.","Question declared carried.","31","13"
"455","Ireland-seanad-minutes-2009December08-p7.html","2009/12/ 8","08/Dec/2009 Criminal Procedure Bill 2009: Report and Final Stages.","Amendment declared lost."," 5","25"
"456","Ireland-seanad-minutes-2009December09-p7.html","2009/12/ 9","09/Dec/2009 Consumer Protection (Gift Vouchers) Bill 2009: Second Stage.","Question declared lost.","20","27"
"457","Ireland-seanad-minutes-2009December10-p4.html","2009/12/10","10/Dec/2009 Order of Business.","Amendment declared lost.","21","26"
"458","Ireland-seanad-minutes-2009December15-p5.html","2009/12/15","15/Dec/2009 Order of Business.","Amendment declared lost.","23","26"
"459","Ireland-seanad-minutes-2009December15-p7.html","2009/12/15","15/Dec/2009 Social Welfare and Pensions (No. 2) Bill 2009: Second Stage.","[506]Question declared carried.","28","20"
"460","Ireland-seanad-minutes-2009December16-p4.html","2009/12/16","16/Dec/2009 Social Welfare and Pensions (No. 2) Bill 2009: Committee Stage.","Question declared carried.","28","21"
